Video Id,Segment-Level Label,Segment Timestamp
bit_O4o6tjAapmg1,"[[0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '7.16'], ['7.16', '16.20'], ['16.20', '23.28'], ['23.28', '31.00'], ['31.00', '36.88'], ['36.88', '41.92'], ['41.92', '47.80'], ['47.80', '54.88'], ['54.88', '63.76'], ['63.76', '72.60'], ['72.60', '82.20'], ['82.20', '88.12'], ['88.12', '94.32'], ['94.32', '103.72'], ['103.72', '110.20'], ['110.20', '119.08'], ['119.08', '127.68'], ['127.68', '133.08'], ['133.08', '142.84'], ['142.84', '148.20'], ['148.20', '153.64'], ['153.64', '159.84'], ['159.84', '167.04'], ['167.04', '172.84'], ['172.84', '181.00'], ['181.00', '189.68'], ['189.68', '197.16'], ['197.16', '204.08'], ['204.08', '208.72'], ['208.72', '214.16'], ['214.16', '219.96'], ['219.96', '223.72'], ['223.72', '231.32'], ['231.32', '235.80'], ['235.80', '243.92'], ['243.92', '252.40'], ['252.40', '252.54']]"
bit_OLacYcvDGzqm,"[[1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0], [0, 1, 1, 0, 1, 0], [0, 1, 1, 0, 1, 0], [0, 1, 1, 0, 1, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '6.00'], ['6.00', '18.86'], ['18.86', '28.86'], ['28.86', '38.86'], ['38.86', '47.86'], ['47.86', '53.86'], ['53.86', '59.86'], ['59.86', '64.86'], ['64.86', '71.86'], ['71.86', '81.86'], ['81.86', '89.86'], ['89.86', '96.86'], ['96.86', '106.86'], ['106.86', '116.86'], ['116.86', '125.86'], ['125.86', '127.86'], ['127.86', '131.86'], ['131.86', '137.86'], ['137.86', '148.86'], ['148.86', '155.86'], ['155.86', '167.86'], ['167.86', '168.86'], ['168.86', '180.86'], ['180.86', '190.86'], ['190.86', '198.86'], ['198.86', '208.86'], ['208.86', '214.86'], ['214.86', '228.86'], ['228.86', '231.86'], ['231.86', '233.86'], ['233.86', '242.86'], ['242.86', '252.86'], ['252.86', '262.86'], ['262.86', '271.86'], ['271.86', '278.86'], ['278.86', '285.74']]"
bit_OcfP9r2O0lPj,"[[0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '13.00'], ['13.00', '20.28'], ['20.28', '28.22'], ['28.22', '35.64'], ['35.64', '43.60'], ['43.60', '49.56'], ['49.56', '55.08'], ['55.08', '63.72'], ['63.72', '68.28'], ['68.28', '74.96'], ['74.96', '80.84'], ['80.84', '87.72'], ['87.72', '95.72'], ['95.72', '104.12'], ['104.12', '110.48'], ['110.48', '118.24'], ['118.24', '124.48'], ['124.48', '130.24'], ['130.24', '139.00'], ['139.00', '146.20'], ['146.20', '156.04'], ['156.04', '161.44'], ['161.44', '168.04'], ['168.04', '175.00'], ['175.00', '184.84'], ['184.84', '192.88'], ['192.88', '199.68'], ['199.68', '205.44'], ['205.44', '213.28'], ['213.28', '221.44'], ['221.44', '230.56'], ['230.56', '238.88'], ['238.88', '247.76'], ['247.76', '254.48'], ['254.48', '260.48'], ['260.48', '266.84'], ['266.84', '278.28'], ['278.28', '281.28'], ['281.28', '289.72'], ['289.72', '293.72'], ['293.72', '297.46']]"
bit_P5pASHk14L0L,"[[0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0]]","[['0.00', '5.62'], ['5.62', '6.62'], ['6.62', '22.12'], ['22.12', '23.12'], ['23.12', '32.52'], ['32.52', '41.52'], ['41.52', '49.52'], ['49.52', '54.52'], ['54.52', '62.52'], ['62.52', '71.52'], ['71.52', '81.52'], ['81.52', '91.52'], ['91.52', '99.52'], ['99.52', '109.52'], ['109.52', '117.52'], ['117.52', '127.52'], ['127.52', '136.52'], ['136.52', '137.52'], ['137.52', '149.52'], ['149.52', '159.52'], ['159.52', '165.52'], ['165.52', '172.52'], ['172.52', '173.52'], ['173.52', '189.52'], ['189.52', '198.52'], ['198.52', '206.52'], ['206.52', '211.52'], ['211.52', '215.52'], ['215.52', '222.52'], ['222.52', '232.52'], ['232.52', '241.52'], ['241.52', '249.52'], ['249.52', '258.52'], ['258.52', '267.52'], ['267.52', '275.52'], ['275.52', '280.52'], ['280.52', '280.57']]"
bit_PE4PlPE0wso,"[[0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '14.00'], ['14.00', '32.24'], ['32.24', '40.00'], ['40.00', '49.00'], ['49.00', '58.00'], ['58.00', '68.00'], ['68.00', '78.00'], ['78.00', '88.00'], ['88.00', '98.00'], ['98.00', '108.00'], ['108.00', '118.00'], ['118.00', '128.00'], ['128.00', '138.00'], ['138.00', '148.00'], ['148.00', '158.00'], ['158.00', '168.00'], ['168.00', '178.00'], ['178.00', '188.00'], ['188.00', '198.00'], ['198.00', '208.00'], ['208.00', '218.00'], ['218.00', '225.51']]"
bit_PqoEH7UsBPED,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 0], [0, 1, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0]]","[['0.00', '8.28'], ['8.28', '17.28'], ['17.28', '26.00'], ['26.00', '27.00'], ['27.00', '36.96'], ['36.96', '45.32'], ['45.32', '54.96'], ['54.96', '63.88'], ['63.88', '67.72'], ['67.72', '77.16'], ['77.16', '80.12'], ['80.12', '93.48'], ['93.48', '103.08'], ['103.08', '113.88'], ['113.88', '123.00'], ['123.00', '133.00'], ['133.00', '135.08'], ['135.08', '143.64'], ['143.64', '152.40'], ['152.40', '160.28'], ['160.28', '169.72'], ['169.72', '178.72'], ['178.72', '187.40'], ['187.40', '193.20'], ['193.20', '197.52'], ['197.52', '206.28'], ['206.28', '209.71']]"
bit_Q5Q5TuHiZ1p4,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0]]","[['0.00', '7.00'], ['7.00', '13.00'], ['13.00', '20.00'], ['20.00', '28.00'], ['28.00', '33.00'], ['33.00', '40.00'], ['40.00', '47.00'], ['47.00', '54.00'], ['54.00', '62.00'], ['62.00', '66.00'], ['66.00', '78.00'], ['78.00', '88.00'], ['88.00', '97.00'], ['97.00', '105.00'], ['105.00', '114.00'], ['114.00', '122.00'], ['122.00', '132.00'], ['132.00', '141.00'], ['141.00', '149.00'], ['149.00', '156.00'], ['156.00', '163.00'], ['163.00', '168.00'], ['168.00', '174.00'], ['174.00', '180.00'], ['180.00', '184.00'], ['184.00', '190.00'], ['190.00', '198.00'], ['198.00', '209.00'], ['209.00', '217.00'], ['217.00', '223.00'], ['223.00', '229.95']]"
bit_QBLaDo1eggoT,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0], [0, 1, 0, 0, 1, 0]]","[['0.00', '30.00'], ['30.00', '39.36'], ['39.36', '47.52'], ['47.52', '57.52'], ['57.52', '66.40'], ['66.40', '75.20'], ['75.20', '85.20'], ['85.20', '95.20'], ['95.20', '105.20'], ['105.20', '115.20'], ['115.20', '125.20'], ['125.20', '135.20'], ['135.20', '145.20'], ['145.20', '155.20'], ['155.20', '165.20'], ['165.20', '175.20'], ['175.20', '185.20'], ['185.20', '195.20'], ['195.20', '205.20'], ['205.20', '215.20'], ['215.20', '225.20'], ['225.20', '235.20'], ['235.20', '243.20'], ['243.20', '244.01']]"
bit_QR9jyRugyFak,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0]]","[['0.00', '4.00'], ['4.00', '70.00'], ['70.00', '77.00'], ['77.00', '85.00'], ['85.00', '94.00'], ['94.00', '108.00'], ['108.00', '115.00'], ['115.00', '123.00'], ['123.00', '130.00'], ['130.00', '138.00'], ['138.00', '144.00'], ['144.00', '152.00'], ['152.00', '162.00'], ['162.00', '170.00'], ['170.00', '176.00'], ['176.00', '191.00'], ['191.00', '198.00'], ['198.00', '199.00'], ['199.00', '222.00'], ['222.00', '223.00'], ['223.00', '236.00'], ['236.00', '248.00'], ['248.00', '257.00'], ['257.00', '262.00'], ['262.00', '263.00'], ['263.00', '285.00'], ['285.00', '289.76'], ['289.76', '294.46']]"
bit_QTc8bLlrQYIB,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '2.00'], ['2.00', '11.40'], ['11.40', '17.40'], ['17.40', '24.00'], ['24.00', '29.40'], ['29.40', '33.40'], ['33.40', '41.00'], ['41.00', '50.00'], ['50.00', '58.00'], ['58.00', '62.00'], ['62.00', '69.00'], ['69.00', '76.00'], ['76.00', '82.00'], ['82.00', '92.00'], ['92.00', '95.00'], ['95.00', '104.00'], ['104.00', '113.00'], ['113.00', '114.00'], ['114.00', '125.00'], ['125.00', '133.00'], ['133.00', '143.00'], ['143.00', '144.00'], ['144.00', '156.00'], ['156.00', '170.00'], ['170.00', '179.00'], ['179.00', '186.00'], ['186.00', '193.00'], ['193.00', '199.00'], ['199.00', '211.00'], ['211.00', '222.00'], ['222.00', '230.00'], ['230.00', '239.00'], ['239.00', '248.00'], ['248.00', '254.00'], ['254.00', '264.00'], ['264.00', '268.00'], ['268.00', '277.00'], ['277.00', '282.00'], ['282.00', '282.29']]"
bit_QjqTbKCgMAHv,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '5.00'], ['5.00', '23.00'], ['23.00', '31.00'], ['31.00', '39.00'], ['39.00', '42.00'], ['42.00', '50.00'], ['50.00', '54.00'], ['54.00', '64.00'], ['64.00', '73.00'], ['73.00', '77.00'], ['77.00', '78.00'], ['78.00', '92.00'], ['92.00', '101.00'], ['101.00', '106.00'], ['106.00', '113.00'], ['113.00', '121.00'], ['121.00', '128.00'], ['128.00', '134.00'], ['134.00', '142.00'], ['142.00', '150.00'], ['150.00', '158.00'], ['158.00', '161.00'], ['161.00', '168.00'], ['168.00', '178.00'], ['178.00', '182.00'], ['182.00', '183.83']]"
bit_QlKI556vSwXh,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '9.00'], ['9.00', '13.84'], ['13.84', '19.88'], ['19.88', '28.00'], ['28.00', '36.80'], ['36.80', '45.80'], ['45.80', '55.52'], ['55.52', '64.76'], ['64.76', '73.60'], ['73.60', '81.24'], ['81.24', '88.16'], ['88.16', '97.20'], ['97.20', '105.96'], ['105.96', '114.20'], ['114.20', '122.88'], ['122.88', '131.76'], ['131.76', '141.32'], ['141.32', '149.60'], ['149.60', '159.08'], ['159.08', '168.28'], ['168.28', '177.00'], ['177.00', '181.80'], ['181.80', '188.32'], ['188.32', '196.48'], ['196.48', '205.92'], ['205.92', '212.96'], ['212.96', '217.36'], ['217.36', '223.08'], ['223.08', '230.24'], ['230.24', '235.16'], ['235.16', '244.16'], ['244.16', '249.52'], ['249.52', '259.08'], ['259.08', '268.56'], ['268.56', '269.64'], ['269.64', '275.78']]"
bit_R10PHq2AoFBu,"[[0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0]]","[['0.00', '6.00'], ['6.00', '32.00'], ['32.00', '42.00'], ['42.00', '52.00'], ['52.00', '62.00'], ['62.00', '72.00'], ['72.00', '82.00'], ['82.00', '92.00'], ['92.00', '102.00'], ['102.00', '112.00'], ['112.00', '121.00'], ['121.00', '131.00'], ['131.00', '141.00'], ['141.00', '151.00'], ['151.00', '161.00'], ['161.00', '171.00'], ['171.00', '181.00'], ['181.00', '191.00'], ['191.00', '199.00'], ['199.00', '201.56']]"
bit_RlIvvM5aGJwa,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '9.92'], ['9.92', '10.92'], ['10.92', '21.20'], ['21.20', '30.24'], ['30.24', '37.28'], ['37.28', '45.28'], ['45.28', '46.28'], ['46.28', '56.08'], ['56.08', '65.28'], ['65.28', '73.04'], ['73.04', '74.04'], ['74.04', '88.12'], ['88.12', '89.12'], ['89.12', '111.96'], ['111.96', '118.80'], ['118.80', '128.52'], ['128.52', '137.48'], ['137.48', '146.76'], ['146.76', '156.12'], ['156.12', '160.36'], ['160.36', '169.36'], ['169.36', '178.96'], ['178.96', '182.96'], ['182.96', '191.80'], ['191.80', '197.24'], ['197.24', '204.24'], ['204.24', '208.84'], ['208.84', '212.25']]"
